Percentile,All Majors,General Agriculture,Agricultural Economics,Animal Sciences,Environment and Natural Resources,Architecture,"Area, Ethnic, and Civilization Studies",Communications,Journalism,Mass Media,Advertising and Public Relations,Communication Technologies,Computer Science,General Education,Elementary Education,Math and Science Teacher Education,Physical and Health Education Teaching,Early Childhood Education,Secondary Teacher Education,Special Needs Education,Social Science or History Teacher Education,Language and Drama Education,Art and Music Education,General Engineering,Aerospace Engineering,"Biological, Biomedical, and Environmental Engineering",Chemical Engineering,Civil Engineering,Computer Engineering,Electrical Engineering,Industrial and Manufacturing Engineering,Mechanical Engineering,Energy and Extraction Engineering,Engineering Technologies,Linguistics and Foreign Languages,Family and Consumer Sciences,English Language and Literature,Composition and Speech,Liberal Arts,Biology,Biochemistry and Molecular Biology,"Botany, Ecology, and Zoology","Microbiology, Physiology, Genetics, and Neuroscience",Mathematics and Statistics,Intercultural and International Studies,"Physical Fitness, Nutrition, and Sports Studies",Philosophy and Religious Studies,Theology and Religious Vocations,Earth and Other Physical Sciences,Chemistry,Physics,Multidisciplinary Science,Psychology,Criminology and Criminal Justice,Public Administration and Policy,Social Work,Economics,Anthropology and Archeology,Geography,International Relations,Political Science and Government,Sociology,Construction Services,Production and Transportation Technologies,Fine and Studio Arts,Drama and Theater Arts,Music,Commercial Art and Graphic Design,"Film, Video and Photographic Arts",Art History and Criticism,Health and Medical Administration,Medical Technologies and Assistance,Nursing,Treatment Therapy Professions,Accounting and Actuarial Science,Business Management and Administration,Operations and Logistics,International Business and Business Economics,Marketing and Marketing Research,Finance,Human Resources and Personnel Management,Hospitality Management,History,Some High School,High School Degree or GED,"Some College, No Degree",Associates Degree
81,2568858,2111473,2393652,2306251,2099792,2346048,2811466,2290352,2269692,2055961,2302220,2091319,2760814,1696947,1533135,1804210,1784399,1465943,1746389,1653419,1946162,1734716,1628185,2967175,3219229,3338911,3585768,2832530,3195942,3191471,3088083,3031773,3594978,2485326,2262053,1788847,2332380,2021754,2112517,4098031,4833763,3398105,3597105,3055097,2619592,2015284,2673836,1538500,2676019,3937712,3342241,2684329,2222283,2087804,2358600,1570436,4120616,2273545,2225522,3306942,3348474,2078318,2762097,2589494,1819965,1850520,1963928,1947257,2157308,2213641,2304525,2162554,2195577,2182171,2873285,2487419,2670268,2799802,2629589,3376128,2278751,2148839,2834970,867836,1138589,1367526,1513497
82,2623139,2156291,2442928,2349732,2136270,2393264,2910513,2341694,2322312,2106749,2353369,2127032,2803189,1723055,1552932,1843736,1813890,1487115,1778830,1671255,1979655,1753947,1648409,3018754,3255154,3460824,3666049,2877021,3252135,3248542,3139788,3080834,3723770,2530348,2318949,1824784,2401736,2068290,2172156,4316924,5050042,3525363,3813058,3114769,2714825,2048448,2740300,1568803,2726778,4124545,3423840,2757530,2273364,2130175,2422337,1593705,4328780,2332291,2260706,3401320,3475022,2131716,2846831,2637201,1861111,1906324,2009381,1994373,2189358,2253682,2330028,2203099,2221024,2213959,2954726,2544517,2714085,2878568,2698290,3482568,2316980,2185411,2921172,887637,1160269,1395760,1539861
83,2697270,2226401,2555675,2398633,2178624,2457776,2983333,2399902,2384832,2159718,2406754,2179456,2848306,1747624,1576183,1881661,1844839,1515703,1814508,1690318,2010149,1782866,1668530,3086803,3303705,3560296,3752839,2932269,3289177,3305167,3207514,3130953,3845928,2585503,2379705,1854904,2463263,2150785,2223919,4542582,5277411,3716529,3968225,3189921,2774686,2098125,2837155,1587101,2775901,4351791,3481581,2833027,2327439,2175940,2476775,1616313,4603049,2361843,2305934,3447885,3623692,2186629,2884519,2683501,1901716,1938361,2061333,2046546,2219571,2298718,2377169,2242464,2247727,2248094,3025676,2605399,2758713,2971258,2764778,3597763,2384132,2240484,3022165,908506,1181331,1424743,1571134
84,2770640,2288437,2610408,2461629,2217745,2510625,3048549,2457515,2461417,2201390,2490872,2220197,2900878,1776604,1597479,1911213,1885555,1539817,1839873,1713585,2040371,1821938,1700390,3150802,3352464,3679888,3837771,2982384,3337028,3358164,3286151,3201907,3971134,2621010,2439574,1891657,2546316,2232449,2270714,4742511,5441668,3916059,4115712,3282865,2833900,2148398,2956733,1626420,2846602,4535925,3549900,2952688,2386202,2223193,2535034,1646992,4880354,2413447,2380708,3593779,3785191,2233515,2941450,2736090,1945056,1989057,2115018,2085027,2268411,2386324,2421785,2292370,2279133,2303002,3106654,2682273,2809560,3044511,2846538,3756517,2449553,2303556,3109210,926593,1207221,1456325,1599766
85,2850731,2352633,2708723,2522940,2266015,2579006,3232730,2518373,2530344,2264793,2557878,2308228,2959446,1811503,1621194,1946884,1917973,1565057,1878321,1738665,2111314,1852769,1741040,3227028,3423365,3814901,3968568,3052045,3393021,3440440,3359005,3270408,4166243,2667666,2507844,1935431,2637327,2266366,2338382,4987067,5648282,4122714,4341354,3377682,2999043,2204933,3079540,1661577,2921057,4723597,3653302,3085924,2454736,2271453,2590973,1680989,5173801,2469877,2430616,3670679,3959259,2301393,3008785,2792478,1985309,2039643,2161408,2141482,2317581,2454971,2477414,2339254,2314487,2360428,3200287,2757324,2875223,3202675,2922121,3915520,2497189,2414144,3250916,950147,1235422,1487327,1625585
86,2937629,2409985,2802354,2601403,2322544,2659562,3323737,2583249,2605168,2323862,2619624,2339108,3025444,1845608,1647806,1990111,1954377,1582168,1916364,1766054,2161789,1886141,1763463,3326279,3521022,3919355,4158702,3133407,3448764,3530382,3478182,3345926,4277084,2730301,2583793,1972090,2731547,2364718,2397937,5261735,5772052,4382920,4599362,3477365,3306038,2259150,3238026,1706995,3004122,4947856,3785398,3184259,2538643,2319469,2661470,1707717,5468819,2565978,2476277,3747813,4210819,2373548,3048555,2866022,2035574,2088120,2207895,2201816,2374365,2501884,2535034,2384391,2365001,2397451,3322678,2844519,2941818,3290956,3005716,4126230,2546571,2482334,3406285,972333,1263188,1520817,1659619
87,3018152,2485678,2931951,2672475,2383608,2717283,3441916,2649790,2671564,2405555,2728942,2517372,3083374,1887233,1675474,2020577,1993935,1607306,1962637,1799275,2207965,1919314,1802409,3444300,3598501,4117641,4371831,3195960,3544235,3616998,3608515,3440899,4442749,2798206,2672206,2020181,2841683,2432702,2483436,5549304,5963200,4681343,4829926,3617222,3364524,2334479,3379504,1745801,3062959,5144304,3949392,3317338,2617810,2374420,2752655,1745548,5742175,2679625,2544902,3970273,4488786,2441324,3199163,2932945,2086713,2142299,2272559,2268242,2479828,2620924,2617658,2441202,2419408,2464561,3444343,2931940,3021951,3422100,3093840,4356714,2609790,2539915,3602786,995083,1293071,1554663,1698287
88,3129056,2587651,3039604,2769339,2462432,2795153,3679546,2738685,2756444,2480134,2840731,2546976,3145506,1926207,1706171,2065155,2038687,1653358,2003046,1837311,2244650,1951788,1842993,3559392,3731009,4304390,4582719,3303429,3658252,3702417,3773623,3558821,4671549,2873295,2765705,2073853,2957531,2490947,2553217,5820078,6151488,4926912,5197042,3766155,3548925,2415977,3615021,1789162,3145404,5374260,4097735,3511243,2721988,2426020,2848381,1784015,5986759,2827499,2611247,4235734,4785914,2527941,3271890,2993433,2147424,2247438,2328342,2358918,2640164,2715360,2701720,2525951,2476860,2531251,3590564,3030353,3082304,3620887,3224880,4649016,2697032,2697731,3826118,1020201,1328733,1594135,1735989
89,3253251,2705369,3180677,2862556,2518178,2888407,3856555,2836018,2870806,2571029,3074121,2626123,3228839,1967134,1738879,2111264,2085175,1695679,2044771,1873695,2353973,1993520,1875802,3713133,3880614,4572396,4867965,3392562,3868145,3815277,3961630,3679637,4858249,2962386,2857169,2140295,3106064,2618912,2662842,6036808,6446094,5265816,5476004,3921499,3803314,2507876,3863930,1845850,3264446,5572903,4298503,3771409,2826232,2492151,2958327,1828037,6364521,2941822,2690218,4665337,5127524,2611142,3381325,3028459,2227394,2348054,2399543,2467786,2714505,2788781,2788087,2626688,2532721,2602696,3788223,3129318,3217531,3764266,3345602,4958077,2771441,2803491,4084197,1049376,1362802,1640435,1778721
90,3410499,2803382,3353914,2971369,2589190,3031503,4187591,2958357,2955633,2670148,3160217,2709273,3304989,2022995,1777403,2187551,2144424,1746937,2099342,1912308,2399976,2024864,1915469,3881436,3971045,4794272,5155816,3598281,3960187,3939022,4151127,3878711,5126402,3058179,2972021,2229726,3272237,2815767,2767725,6284700,6785704,5555536,5716191,4133839,3993338,2606712,4171581,1901868,3422615,5751955,4540544,3998159,2941664,2561210,3125368,1872159,6697363,3136060,2763566,4872113,5553451,2723272,3615134,3191552,2311677,2453877,2504240,2566495,2826470,2959885,2907118,2712147,2598928,2697210,4038631,3273941,3328141,3998607,3516487,5206223,2857333,2899471,4445210,1080615,1402834,1692596,1824071
91,3603873,2912361,3613980,3136877,2706167,3168797,4534033,3103171,3109149,2857775,3342547,2811319,3417551,2070133,1822067,2241115,2201327,1782800,2172658,1960188,2473447,2102631,1965734,4106323,4072097,4930542,5461428,3772800,4176079,4127095,4426011,4106993,5287259,3171644,3132574,2299599,3482275,2934346,2907469,6526553,7109976,5927453,5999310,4386389,4169314,2730469,4489178,1960043,3613654,5975303,4814962,4236974,3092079,2642459,3275289,1916483,7054851,3332467,2876955,5257967,5866343,2820035,3686341,3293632,2402952,2578726,2609153,2665736,2916654,3235204,3049899,2846026,2674599,2792258,4356562,3438261,3439330,4275282,3732998,5543638,2945525,3110838,4771388,1121601,1450389,1747117,1880043
92,3818317,3081143,3883948,3296557,2889923,3344349,5125833,3249023,3335962,2978874,3551059,2977918,3539898,2130864,1867425,2301701,2270341,1833935,2249433,1994721,2627287,2151749,2037543,4429853,4348805,5153991,5722653,4021818,4360688,4366109,4825472,4426208,5584355,3287403,3325334,2368607,3728056,3477767,3082148,6809978,7359077,6193396,6289814,4721397,4373080,2890228,4973967,2035201,3960025,6279316,5133637,4653109,3266883,2727352,3439759,1979608,7358066,3607856,2978189,5584485,6242780,2948679,4118029,3365325,2509250,2762394,2732703,2780776,3080070,3409951,3328572,2963873,2774929,2923107,4750429,3663823,3574959,4674558,4004767,5935435,3053769,3195113,5256893,1168509,1498266,1808101,1937851
93,4192672,3312095,4201116,3736628,3037361,3605126,5550985,3463389,3633924,3119362,3720625,3056330,3675914,2208950,1921906,2360694,2362369,1892422,2307345,2052362,2753042,2223378,2098367,4769991,4632450,5471036,6043368,4352273,4586540,4742943,5164711,4830302,5839082,3420480,3615980,2455049,4117050,3555658,3318406,7090303,7614571,6413630,6501936,5311493,4891177,3073510,5553118,2248172,4335062,6582979,5500673,5071954,3511973,2828976,3685155,2050532,7646430,4006532,3084142,5906919,6669536,3101325,4389693,3563757,2649484,3020235,2931871,2904404,3556138,3805403,3562941,3111844,2900934,3122505,5085503,3990160,3868767,5018968,4324209,6280656,3162019,3444906,5783711,1213790,1554404,1879712,1998512
94,4774271,3513945,4654836,4107751,3203398,3832904,5953541,3814995,3929015,3353687,3870626,3198077,3854068,2289085,1976971,2458013,2473237,1985828,2400191,2135036,2917807,2304324,2172605,5124690,4901738,5746904,6360185,4693919,4795186,5227126,5384610,5129677,6213773,3633095,3996768,2565263,4582821,3671068,3660886,7418212,7819800,6712841,6843488,5783274,5342637,3345639,6007754,2415427,4632952,6927482,5953765,5512908,3850647,2949102,4105316,2149212,8008426,4454342,3213291,6478201,7017310,3299654,4594539,3740190,2819512,3239158,3152677,3055603,3840650,4142671,3874721,3431964,3042444,3384975,5433627,4518500,4150816,5516585,4795124,6704643,3360564,3727179,6248885,1264444,1625164,1957181,2063449
95,5347545,3915209,4988972,4421050,3507361,4162924,6435457,4299791,4329103,3553170,4160323,3382125,4078994,2394128,2055114,2605225,2658753,2093715,2532071,2214488,3477030,2418382,2291472,5569088,5117629,6200505,6595422,4989934,5126223,5673524,5855280,5494527,6444386,3902602,4333645,2772528,5091147,4193098,4120897,7732793,8221198,7111849,7251815,6210974,5692197,3672538,6637296,2554192,5048985,7255654,6365426,5947319,4298267,3116462,4612676,2275288,8635857,4838980,3483302,7168737,7480362,3657388,5189771,3980200,3039278,3481940,3437186,3326230,4417865,4610300,4164421,3815708,3207120,3714656,5832580,5083144,4485786,5934135,5222744,7154479,3728046,4136798,6775657,1341224,1712006,2057070,2160577
