Percentile,All Majors,General Agriculture,Agricultural Economics,Animal Sciences,Environment and Natural Resources,Architecture,"Area, Ethnic, and Civilization Studies",Communications,Journalism,Mass Media,Advertising and Public Relations,Communication Technologies,Computer Science,General Education,Elementary Education,Math and Science Teacher Education,Physical and Health Education Teaching,Early Childhood Education,Secondary Teacher Education,Special Needs Education,Social Science or History Teacher Education,Language and Drama Education,Art and Music Education,General Engineering,Aerospace Engineering,"Biological, Biomedical, and Environmental Engineering",Chemical Engineering,Civil Engineering,Computer Engineering,Electrical Engineering,Industrial and Manufacturing Engineering,Mechanical Engineering,Energy and Extraction Engineering,Engineering Technologies,Linguistics and Foreign Languages,Family and Consumer Sciences,English Language and Literature,Composition and Speech,Liberal Arts,Biology,Biochemistry and Molecular Biology,"Botany, Ecology, and Zoology","Microbiology, Physiology, Genetics, and Neuroscience",Mathematics and Statistics,Intercultural and International Studies,"Physical Fitness, Nutrition, and Sports Studies",Philosophy and Religious Studies,Theology and Religious Vocations,Earth and Other Physical Sciences,Chemistry,Physics,Multidisciplinary Science,Psychology,Criminology and Criminal Justice,Public Administration and Policy,Social Work,Economics,Anthropology and Archeology,Geography,International Relations,Political Science and Government,Sociology,Construction Services,Production and Transportation Technologies,Fine and Studio Arts,Drama and Theater Arts,Music,Commercial Art and Graphic Design,"Film, Video and Photographic Arts",Art History and Criticism,Health and Medical Administration,Medical Technologies and Assistance,Nursing,Treatment Therapy Professions,Accounting and Actuarial Science,Business Management and Administration,Operations and Logistics,International Business and Business Economics,Marketing and Marketing Research,Finance,Human Resources and Personnel Management,Hospitality Management,History,Some High School,High School Degree or GED,"Some College, No Degree",Associates Degree
83,2336066,2013175,2361612,1885289,1967308,2259647,2433632,2299676,2212882,2089374,2350899,2176700,2636237,1498213,1284724,1587886,1629977,1249600,1537770,1343791,1696173,1497343,1454593,2680638,2976180,2748519,3236718,2684192,3141523,2866046,2812874,2810027,3738486,2359075,2006124,1645515,2127173,1963004,1956876,2157460,2481063,1944415,2318243,2755519,2285690,1826198,2263395,1461552,2359027,2318896,2832072,2196889,1933645,2016783,2011212,1357071,3445901,1961743,2074921,2957381,2604383,1945305,2831523,2562227,1831184,1822002,1844408,1992931,2146278,2067025,1921880,1925228,2034789,1935451,2682221,2375837,2619573,2675309,2619185,3141383,2145330,2178169,2296433,908506,1181331,1424743,1571134
84,2384697,2054941,2441059,1934369,2004163,2294312,2517068,2357260,2267806,2128774,2389801,2306541,2680952,1525003,1299745,1624998,1666410,1269353,1565066,1367534,1743106,1527443,1480306,2743805,2993725,2796517,3319897,2732392,3215424,2918023,2881338,2858675,3817911,2409979,2035309,1679957,2182323,2059493,2000461,2205449,2509024,1977538,2356452,2828798,2304442,1878467,2320607,1491289,2405132,2358650,2867543,2235699,1981360,2065330,2056300,1376128,3574875,1999783,2103627,3277973,2670727,1995463,2902505,2608874,1879288,1863163,1900036,2045696,2199700,2120709,1950521,1959906,2063700,1962840,2752709,2431213,2677073,2767039,2692847,3260530,2196722,2237996,2358192,926593,1207221,1456325,1599766
85,2440186,2114749,2498884,1974341,2038427,2342074,2569216,2418358,2331506,2172766,2441080,2345124,2724171,1551485,1315829,1660155,1693343,1286117,1591388,1385126,1804560,1551595,1506512,2798014,3029429,2881127,3405532,2780435,3282016,2963801,2992911,2907631,3965128,2469701,2095114,1720447,2241092,2075624,2054231,2257978,2606912,2036248,2430946,2890402,2437512,1926446,2370859,1509948,2449383,2401844,2943705,2302468,2024967,2100421,2110257,1404926,3735913,2028422,2128869,3311173,2740313,2046883,2931110,2684182,1917551,1897127,1949182,2085663,2294912,2205354,2000108,1996328,2093744,2000592,2831470,2489474,2730030,2862836,2765022,3378589,2242569,2303966,2432343,950147,1235422,1487327,1625585
86,2501856,2173938,2607150,2013529,2081517,2406884,2610223,2475822,2415783,2225009,2521353,2424808,2773551,1580146,1336125,1711206,1724398,1320226,1609611,1399611,1845931,1590740,1529985,2864609,3257080,2937412,3512439,2845660,3308917,3016407,3101779,2973447,4106290,2507975,2127825,1759793,2294259,2132847,2122944,2312304,2704899,2077721,2480012,2974837,2493063,1981145,2465329,1536783,2513414,2449989,3017425,2348913,2074625,2153037,2159888,1428084,3903184,2055456,2154955,3449004,2827495,2098188,3024444,2747518,1965070,1965989,2000279,2160897,2371275,2252914,2044484,2039786,2119769,2037927,2926892,2557810,2786625,3009498,2847123,3513041,2298726,2375918,2511404,972333,1263188,1520817,1659619
87,2567927,2226727,2705401,2041033,2142483,2494918,2815669,2542087,2492889,2277223,2615713,2456608,2828443,1625180,1362729,1757239,1769931,1334842,1653997,1424890,1896276,1621229,1562131,2906356,3356359,3000729,3663182,2909752,3401427,3085615,3208159,3031624,4220363,2551744,2182380,1807834,2396755,2147902,2166818,2378463,2772462,2150861,2520771,3070191,2802149,2020119,2517489,1569695,2564200,2515896,3066870,2400306,2136223,2204841,2215104,1458866,4175170,2114741,2206728,3500746,2909848,2146599,3084243,2815326,2011265,2009714,2047533,2249504,2513063,2361041,2072972,2078069,2151048,2078346,3025523,2639644,2870262,3097419,2945451,3652806,2323037,2440906,2602093,995083,1293071,1554663,1698287
88,2644286,2301240,2812605,2091037,2197492,2575919,3078262,2624875,2574045,2339682,2730249,2536439,2895472,1663712,1392334,1801218,1824232,1382850,1694218,1468900,2001377,1694108,1588652,2974837,3394312,3054971,3806700,2982626,3472511,3138432,3354830,3109505,4544972,2624031,2230720,1865048,2476722,2292790,2223406,2441305,2954682,2231666,2561755,3188744,2965955,2070046,2594319,1605754,2649363,2568421,3246123,2450529,2197202,2260383,2279509,1485361,4408279,2162395,2287731,3527700,3011781,2210240,3217817,2875571,2082828,2078354,2089301,2325718,2555361,2536946,2139723,2120925,2186078,2114000,3146171,2747137,2952199,3205507,3037992,3851946,2409059,2557106,2728543,1020201,1328733,1594135,1735989
89,2738865,2362625,2910653,2158185,2254811,2649858,3195631,2713394,2661066,2443375,2911761,2607626,2971527,1701690,1420928,1859591,1879948,1402725,1735617,1498260,2188734,1727990,1608245,3051408,3451160,3132621,3990576,3064943,3631200,3232943,3447012,3194442,4769671,2676208,2294025,1928040,2558404,2716908,2292717,2513168,3149909,2292841,2640188,3313960,2999819,2135273,2894860,1649711,2740939,2643628,3362250,2523684,2258488,2319466,2354881,1514969,4743457,2258046,2331666,3662392,3171270,2293195,3355523,2943961,2145368,2108733,2152513,2415456,2663728,2714832,2215133,2161469,2222388,2158241,3272934,2833367,3023280,3366576,3159459,4123582,2451927,2731730,2857264,1049376,1362802,1640435,1778721
90,2832604,2459155,3018212,2211014,2324531,2767818,3470710,2806150,2753719,2609212,3062412,2765454,3051810,1748959,1450896,1907446,1939621,1456797,1795968,1521360,2256247,1766885,1645551,3135638,3577695,3226448,4114812,3173274,3735190,3322224,3680644,3313383,4943017,2748538,2364168,1973781,2674345,2791862,2394235,2605998,3236175,2355574,2687824,3426105,3119997,2203207,3108503,1703112,2802849,2715422,3544517,2600292,2345207,2373348,2423905,1570201,5127829,2317307,2430083,3957362,3326522,2379511,3426819,2979545,2233098,2171057,2205038,2517971,2745026,2851705,2277255,2234286,2262915,2195853,3419403,2934324,3140150,3554180,3287398,4344612,2543651,2807126,2978998,1080615,1402834,1692596,1824071
91,2926687,2616431,3181702,2285851,2377816,2883699,3695621,2924452,2871301,2748002,3215177,2839131,3118588,1797801,1480051,1972652,2004414,1482634,1856401,1551272,2329106,1806012,1700337,3283019,3758518,3440417,4459751,3310674,3872043,3459392,3762675,3460112,5203347,2830481,2451605,2030337,2808852,2807915,2513711,2710344,3356618,2397269,2783800,3613474,3130860,2350568,3294709,1757507,2901263,2799468,3705759,2674955,2437508,2451416,2498009,1608695,5559331,2370419,2498110,4003727,3552707,2463867,3761862,3068133,2316555,2351999,2282745,2617567,2791187,2902417,2320048,2288886,2305060,2250719,3640118,3049555,3266444,3727997,3482810,4732761,2649940,3036627,3112370,1121601,1450389,1747117,1880043
92,3056695,2789524,3450022,2470662,2480843,3042996,3742300,3075856,3015647,2861403,3330706,2911977,3211646,1855644,1530287,2004168,2055693,1531265,1900653,1595650,2417347,1850766,1748945,3415554,3849093,3546227,4664918,3416633,4000952,3614953,4001805,3640648,5441626,2927081,2562037,2108523,2948612,2888642,2587291,2807595,3422400,2513881,2928015,3807637,3229828,2446794,3613963,1942363,3032350,2909306,3842950,2815600,2524033,2509939,2578106,1665046,5979112,2468072,2605842,4310117,3796198,2550928,4017844,3181009,2421465,2420527,2373736,2715769,2990130,2989916,2405369,2338870,2347411,2314022,3955098,3207617,3410361,4081180,3704377,5037518,2785083,3142098,3342046,1168509,1498266,1808101,1937851
93,3217514,2921184,3843465,2673177,2572409,3214845,3926443,3242651,3197002,3028028,3519516,3017709,3335140,1932110,1578068,2077703,2163236,1612074,1980731,1618915,2537141,1940285,1787168,3611713,4048484,3741119,4834939,3642178,4147150,3790953,4260838,3843353,5648087,3051812,2684460,2187214,3128824,3130670,2715141,2954631,3705631,2627316,3059134,4091586,3251733,2593020,3849220,2156198,3401681,3014500,4279439,3013877,2654304,2598252,2663064,1731268,6475983,2638624,2735981,4485450,4220289,2695233,4138542,3326211,2550059,2633377,2476277,2853299,3280185,3351357,2481756,2420372,2398012,2388787,4319899,3413212,3589746,4428096,3968049,5412517,2898184,3270629,3629484,1213790,1554404,1879712,1998512
94,3436426,3162644,4198966,2869795,2754666,3456840,4090040,3447261,3486638,3247430,3838742,3270610,3491933,2010425,1647143,2204083,2328856,1721412,2189348,1653922,2577329,1997351,1868727,3862019,4159004,3924507,5029528,3976983,4303096,4066715,4499951,4170067,5867639,3221425,2859557,2289029,3392000,3505109,2891046,3108911,3955447,2866259,3387779,4446357,3350545,2712828,4146323,2260224,3738860,3201732,4566639,3281791,2783517,2683698,2826721,1804111,6993749,2839481,2872277,4602609,4693764,2854658,4307173,3627876,2718184,2930233,2630098,2988554,3734475,3765646,2605403,2510109,2478619,2484692,4743953,3705268,3800525,4810842,4372640,5837015,3068390,3529234,3925679,1264444,1625164,1957181,2063449
95,3726919,3484021,4446194,3015735,3008967,3752129,4623778,3815588,3781129,3605527,4201779,3424255,3672552,2123237,1719274,2409290,2419532,1781890,2293196,1737037,2691028,2091313,1936807,4232461,4423760,4120710,5421357,4246674,4619530,4535648,4788408,4531857,6062892,3410425,3006705,2402447,3701517,3704377,3192808,3310584,4274118,3048940,3628098,5014009,3651990,2889326,4497914,2438475,3998417,3415273,4814933,3537696,2990015,2801351,2952843,1885934,7646263,3006464,3036286,5269184,5171772,3014018,4680258,3811216,2920676,3163498,2730991,3228121,3975899,4157264,2759004,2661145,2569287,2601066,5150782,4238638,4122688,5274633,4839309,6243290,3195077,3918938,4537633,1341224,1712006,2057070,2160577
